"","Xi","Yi","credit.score","interest.rate","pti","veh.value","co.sign","new.used","subvent.rate","subvent.cash","veh.pick.up","veh.suv"
"781",26,12,0.4827382509038,0.163137576939274,1.40131350494994,-0.201892815902356,0,0,0,0,1,0
"782",34,12,0.0726357370436102,-0.405466621902466,0.304417374173529,0.378148831020094,0,1,0,0,0,1
"783",35,12,1.01838235063956,-0.429158463520872,1.10197362627077,1.09960278236401,0,1,0,1,1,0
"784",39,12,-1.3501689028795,0.163137576939274,-0.979053612491952,1.06133021798609,0,1,0,0,1,0
"785",32,12,0.516216007137284,0.479028798518018,1.44026869464106,-1.73869887862236,0,0,0,0,0,0
"786",39,12,0.231655079152663,0.182880778287945,-0.00927441649710743,-0.842917663974017,0,0,0,0,0,1
"787",39,12,0.700343666421451,1.52541846999761,-0.267608832343514,-1.18783898598776,0,0,0,0,1,0
"788",39,12,0.0726357370436102,-0.330442456777514,-0.646909363546572,0.287326881478643,1,1,0,1,0,1
"789",39,12,-0.295619581524723,0.00914060641963589,-0.0625815181796994,1.09688127151265,1,1,0,1,1,0
"790",39,12,-1.33343002476275,-0.287007413810437,-0.979053612491952,0.600455748371016,0,1,0,1,0,1
"791",30,12,-1.31669114664601,-0.429158463520872,-0.979053612491952,0.976417682764595,0,1,0,1,1,0
"792",39,12,-0.111491922240556,0.656717610656061,0.411031577538713,1.04739994650974,0,1,0,1,0,1
"793",39,12,0.926318520997474,-0.527874470264229,0.146546342267392,1.46914560308036,1,1,0,1,0,0
"794",39,14,0.884471325705618,-0.468644866218215,-0.212251457519284,0.0455608128983351,1,0,0,0,1,0
"795",17,12,0.850993569472133,-0.824022490494302,-0.152793536411778,1.04529306080604,0,1,0,1,1,0
"796",17,12,-1.69331590427272,2.12166315072749,-0.979053612491952,-1.22896090739559,0,0,0,0,0,1
"797",39,12,0.800776935121906,-0.231726450034157,0.0522337777520369,-0.355036694485288,0,1,0,1,0,0
"798",17,12,0.892840764763989,-0.602898635389181,0.18140098567524,1.38827885133009,0,1,0,1,0,1
"799",38,12,-0.0445364097735867,-0.666076879704929,1.16348182051991,0.494785910534404,1,1,0,1,1,0
"800",38,12,0.633388153954481,0.538258402564032,1.08352116799603,0.0959028454686947,0,0,0,0,0,1
"801",38,12,0.549693763370769,-0.468644866218215,-0.595652535005618,0.305836746020647,0,1,0,1,1,0
"802",39,12,0.641757593012853,-0.133010443290799,0.0542840508936752,0.369342640724026,0,1,0,0,1,0
"803",39,12,0.884471325705618,0.064421570195916,-0.50544051677354,0.300283543202389,1,1,0,1,1,0
"804",38,12,0.114482932335466,-0.389672060823528,-0.573099530447598,-0.402416256986667,1,0,0,0,0,1
"805",18,12,0.976535155347701,0.558001603912704,-0.708417557795716,-0.690619750077448,1,0,0,0,1,0
"806",29,12,-1.97787683225734,0.680409452274467,-0.979053612491952,0.33030505427942,0,1,0,1,0,1
"807",30,12,-0.329097337758208,1.92028249697104,0.761628284758836,-1.29869729644146,0,0,0,0,1,0
"808",39,20,-1.31669114664601,-0.251469651382828,-0.979053612491952,0.0562907822654674,0,1,0,1,1,0
"809",39,20,-0.940066389019306,-0.192240047336813,-0.979053612491952,0.843928292610852,0,1,0,1,1,0
"810",34,20,1.36152935203278,-0.824022490494302,0.0809376017349711,0.85403874431377,0,1,0,1,1,0
"811",39,20,-1.60125207463063,-0.488388067566886,-0.979053612491952,0.795337539867999,0,1,0,1,1,0
"812",33,20,1.13555449745675,-0.824022490494302,0.0501835046103989,-1.26412820632987,0,0,0,0,0,0
"813",36,20,-0.262141825291238,0.597488006610047,-0.0256766016302127,0.116906612916279,0,0,0,0,0,1
"814",24,20,-1.24136619512067,-0.192240047336813,-0.979053612491952,0.866227968893607,0,1,0,1,1,0
"815",39,20,-1.16604124359533,-0.0342944365474413,-0.979053612491952,-0.0599681406957933,0,1,0,0,1,0
"816",39,20,-2.30428495553381,0.992352033583477,-0.979053612491952,-0.953963783121581,0,0,0,0,1,0
"817",30,20,0.842624130413761,-0.745049685099616,-0.491088604782072,0.567067667605281,1,1,0,1,1,0
"818",39,20,-0.0529058488319579,1.05158163762949,-0.544395706464664,-1.09295658588139,1,0,0,0,0,0
"819",35,20,-1.46734104969669,-0.547617671612901,-0.979053612491952,0.60942454054858,0,1,0,0,1,0
"820",39,20,0.750560300771678,-0.824022490494302,1.1306774502537,-0.000511156585092187,0,0,0,0,1,0
"821",39,20,-1.44223273252158,-0.15275364463947,-0.979053612491952,0.963039164348194,0,1,0,1,1,0
"822",39,20,0.725451983596565,-0.192240047336813,0.173199893108688,0.544214194188349,0,1,0,1,0,1
"823",38,20,1.12718505839838,-0.429158463520872,0.288015189040424,-0.07577095068782,1,1,0,1,1,0
"824",39,20,0.131221810452209,0.202623979636617,-0.694065645804249,-0.819360799453167,1,0,0,0,1,0
"825",39,20,-1.70168534333109,-0.444953024599809,-0.979053612491952,0.700290822673804,0,1,0,1,1,0
"826",39,20,0.265132835386148,-0.385723420553794,-0.552596799031217,-1.24643963999628,1,0,0,0,0,0
"827",39,20,0.976535155347701,-0.0342944365474413,0.542249058603555,0.282401230735121,0,1,0,0,1,0
"828",33,20,-1.42549385440484,-0.824022490494302,-0.979053612491952,0.576853648784858,0,1,0,1,1,0
"829",39,20,0.96816571628933,-0.824022490494302,0.515595507762259,0.307160525387749,1,1,0,1,0,0
"830",39,20,-1.60125207463063,-0.642385038086524,-0.979053612491952,0.595829938585501,0,1,0,1,1,0
"831",39,20,-1.67657702615597,-0.192240047336813,-0.979053612491952,0.528062263481409,0,1,0,1,1,0
"832",26,20,0.290241152561262,-0.429158463520872,0.552500424311745,0.785204456248024,0,1,0,0,0,1
"833",35,20,-1.58451319651389,-0.192240047336813,-0.979053612491952,1.08836924103983,0,1,0,1,1,0
"834",39,19,0.909579642880731,-0.824022490494302,1.14502936224517,0.786550128217912,1,1,0,1,0,1
"835",32,19,-1.53429656216366,-0.330442456777514,-0.979053612491952,0.627870299468531,0,1,0,1,0,1
"836",38,19,1.0351212287563,-0.587104074310244,-0.263508286060238,0.832719214511395,0,1,0,1,0,1
"837",39,19,0.256763396327777,0.538258402564032,-0.796579302886157,0.735446791660317,1,1,0,0,0,1
"838",38,19,0.717082544538193,-0.824022490494302,-0.560797891597769,0.105768094333839,1,0,0,0,0,1
"839",39,19,1.21924888804047,-0.231726450034157,0.103490606292991,-1.19461343415029,1,0,0,0,0,0
"840",39,19,0.867732447588875,-0.0540376378961128,1.65964792079635,0.769568633304555,1,0,0,0,1,0
"841",25,19,-1.21625787794556,-0.231726450034157,-0.979053612491952,0.276558698011429,0,1,0,1,1,0
"842",26,19,0.69197422736308,-0.824022490494302,-0.2614580129186,-0.685804582786294,1,0,0,0,0,0
"843",28,19,0.357196665028231,0.163137576939274,-0.394725767125079,0.523880132257403,0,1,0,0,1,0
"844",39,19,0.96816571628933,0.202623979636617,-0.421379317966375,0.397127093700705,1,1,0,0,1,0
"845",35,19,0.616649275837739,-0.429158463520872,3.16864895304202,1.4312450047216,0,1,0,1,0,1
"846",39,19,-1.65146870898086,-0.192240047336813,-0.979053612491952,0.314005559704213,0,1,0,1,1,0
"847",39,19,-0.973544145252791,-0.824022490494302,-0.979053612491952,0.0168977876380014,0,1,0,1,0,1
"848",24,19,-1.13256348736184,-0.587104074310244,-0.979053612491952,0.626213685230674,0,1,0,0,0,1
"849",39,19,1.02675178969793,-0.824022490494302,0.710371456217883,-0.520023895722817,0,0,0,0,1,0
"850",36,19,-0.211925190941011,-0.0303457962777072,0.0194294074858266,-0.511457360663311,1,0,0,0,1,0
"851",31,19,0.474368811845428,0.163137576939274,0.540198785461916,-0.574723565264882,0,0,0,0,0,0
"852",24,19,-1.8439658073234,-0.227777809764422,-0.979053612491952,-0.552599427681647,0,0,0,0,0,1
"853",39,20,-1.91929075884874,0.107856613162994,-0.979053612491952,0.392463209403135,0,1,0,1,1,0
"854",39,19,-1.73516309956457,-0.527874470264229,-0.979053612491952,0.350904900439351,0,1,0,1,1,0
"855",36,19,-1.14930236547859,-0.824022490494302,-0.979053612491952,-0.297194153874898,0,0,0,0,1,0
"856",39,19,-1.09071629206999,-0.231726450034157,-0.979053612491952,0.391908102070271,0,0,0,0,1,0
"857",33,19,-1.62636039180575,0.735690416050747,-0.979053612491952,-0.942474914934803,0,0,0,0,0,0
"858",37,19,-1.42549385440484,0.163137576939274,-0.979053612491952,0.139153902478019,0,1,0,0,0,1
"859",39,19,1.20251000992372,-0.231726450034157,1.43001732893287,0.489166047355771,1,1,0,1,1,0
"860",31,19,-1.24973563417904,0.163137576939274,-0.979053612491952,-0.061855553267845,0,1,0,0,1,0
"861",39,19,-1.24973563417904,0.163137576939274,-0.979053612491952,0.501673368830799,0,1,0,0,1,0
"862",40,19,-1.33343002476275,-0.824022490494302,-0.979053612491952,0.157385858872499,0,1,0,1,1,0
"863",39,6,-1.58451319651389,0.597488006610047,-0.979053612491952,0.232062613030659,0,1,0,1,0,0
"864",29,6,-0.278880703407981,0.360569590425989,0.997409696047224,-0.962639607283373,0,0,0,0,0,0
"865",20,6,1.07696842404816,-0.0145512351987698,-0.562848164739408,-1.94954936847164,1,0,0,0,0,0
"866",26,6,-0.0529058488319579,-0.0342944365474413,0.140395522842477,0.434275752210154,0,0,0,0,1,0
"867",23,6,-0.270511264349609,2.08217674803014,0.355674202714483,-2.18235913033284,0,0,0,0,0,0
"868",39,6,0.122852371393837,-0.290956054080171,-0.0933356153042715,-0.221756902649651,0,1,0,1,0,1
"869",38,6,0.382304982203345,-0.310699255428842,-0.525943248189921,0.548006190768188,1,1,0,0,0,1
"870",38,6,1.24435720521558,-0.484439427297152,0.17114961996705,1.05124983382222,0,1,0,1,1,0
"871",17,6,0.725451983596565,0.400055993123332,-0.591551988722342,-1.93264547508245,0,0,0,0,0,0
"872",32,6,-1.31669114664601,-0.0342944365474413,-0.979053612491952,-0.0238227721478415,0,1,0,0,1,0
"873",32,6,0.708713105479822,0.340826389077317,0.294166008465339,-0.554796952145319,0,0,0,0,0,1
"874",14,6,-0.463008362692147,2.59155134282587,-0.304513748893001,-0.278844727691268,1,0,0,0,1,0
"875",34,6,-1.31669114664601,-0.0342944365474413,-0.979053612491952,-0.0238227721478415,0,1,0,0,1,0
"876",19,6,-1.71005478238946,-0.211983248685485,-0.979053612491952,-0.0873829471397046,0,1,0,0,1,0
"877",8,6,0.0810051761019814,1.95976889966838,-0.181497360394712,-1.22548990489579,0,0,0,0,0,1
"878",23,6,-1.12419404830347,-0.330442456777514,-0.979053612491952,0.994663126073236,0,1,0,0,1,0
"879",35,6,0.984904594406072,1.07132483897816,-0.513641609340092,-2.01917365344474,1,0,0,0,0,0
"880",30,6,1.00164347252281,-0.725306483750944,0.288015189040424,1.044788147872,0,1,0,1,1,0
"881",14,6,1.00164347252281,0.202623979636617,0.790332108741771,-0.90685963314771,0,0,0,0,0,0
"882",35,6,0.106113493277095,2.7100105509179,1.45667087977417,-1.93533709990727,0,0,0,0,0,0
"883",28,6,0.742190861713307,-0.172496845988142,1.91388179035948,0.214684800312195,0,1,0,1,1,0
"884",22,6,-0.287250142466352,3.08908001681239,-0.300413202609725,-2.49136972428892,0,0,0,0,0,0
"885",38,6,0.599910397720996,-0.626590477007587,0.833387844716172,0.334351909749756,0,1,0,1,1,0
"886",32,6,0.608279836779368,0.123651174241931,0.650913535110376,0.250562527273207,0,1,0,1,0,0
"887",29,6,1.01838235063956,-0.780587447527224,0.0624851434602277,1.38065940348258,0,1,0,1,1,0
"888",40,7,-1.51755768404692,-0.314647895698577,-0.979053612491952,0.036048655030637,0,1,0,1,1,0
"889",39,6,0.0726357370436102,0.439542395820675,1.17168291308647,-0.000511156585092187,0,0,0,0,1,0
"890",39,6,1.12718505839838,-0.468644866218215,0.472539771787857,0.959329231612298,1,1,0,1,1,0
"891",27,6,0.842624130413761,-0.251469651382828,-0.573099530447598,-0.520023895722817,1,0,0,0,0,1
"892",8,6,1.01838235063956,-0.725306483750944,0.597606433427785,0.93120292773774,0,1,0,1,1,0
"893",32,6,0.532954885254027,0.202623979636617,-0.394725767125079,-1.52001092412504,0,0,0,0,0,0
"894",28,6,1.23598776615721,-0.0540376378961128,-0.12819025871212,-1.25348960502388,1,0,0,0,0,0
"895",37,6,-0.262141825291238,2.23617371854978,1.61864245796358,-0.87536168772482,0,0,0,0,1,0
"896",32,6,0.440891055611943,0.00519196614990175,-0.290161836901534,-0.461078440299346,1,0,0,0,1,0
"897",36,5,1.01838235063956,-0.0935240405934559,0.167049073683773,0.0902357620219738,0,0,0,0,0,1
"898",34,5,0.0726357370436102,1.78208008753034,0.462288406079667,-1.72403766432637,0,0,0,0,0,1
"899",9,6,0.708713105479822,-0.227777809764422,0.285964915898786,0.207046584710788,1,1,0,1,0,1
"900",39,6,0.926318520997474,-0.12511316275133,0.825186752149619,0.805471303239919,0,1,0,0,0,1
"901",39,6,0.767299178888421,-0.310699255428842,0.421282943246904,-0.373666064756927,0,1,0,1,0,0
"902",39,6,0.0810051761019814,1.28850005381355,0.164998800542135,-1.10249344687637,0,0,0,0,0,0
"903",39,6,1.01001291158119,-0.350185658126185,-0.489038331640434,-0.867183462031054,1,0,0,0,0,1
"904",39,6,0.683604788304708,-0.725306483750944,0.948203140647908,0.483394226294005,0,1,0,1,1,0
"905",15,6,-0.0277975316568443,2.45334893338517,-0.00722414335546936,-2.15944112659164,0,0,0,0,0,0
"906",21,6,0.666865910187966,-0.587104074310244,0.162948527400497,0.469501577881936,0,1,0,1,1,0
"907",35,6,0.934687960055845,0.202623979636617,0.839538664141086,-1.01123191152617,0,0,0,0,0,0
"908",9,6,0.859363008530504,-0.0935240405934559,-0.452133415090948,-0.212872092368563,0,0,0,0,1,0
"909",20,6,0.541324324312398,-0.448901664869543,-0.298362929468086,-0.459016242790192,1,0,0,0,0,1
"910",25,6,-0.161708556590784,2.7337023925363,0.712421729359521,-1.98395030567238,0,0,0,0,0,0
"911",21,6,0.256763396327777,1.54911031161601,0.183451258816879,-1.05850690044225,0,0,0,0,0,1
"912",41,6,0.382304982203345,2.16114955342483,-0.158944355836692,-2.08602156538538,0,0,0,0,0,1
"913",36,6,-0.20355575188264,1.42670246325425,-0.735071108637012,-1.3408301260318,0,0,0,0,0,0
"914",38,6,0.750560300771678,0.0446783688472448,-0.279910471193343,-0.931074936367029,0,0,0,0,0,0
"915",34,6,-0.094753044123814,1.74259368483299,-0.195849272386179,-1.30746779781187,0,0,0,0,0,1
"916",31,6,0.4827382509038,0.340826389077317,0.146546342267392,-1.50736329385239,0,0,0,0,1,0
"917",39,6,0.432521616553572,-0.208034608415751,-0.450083141949309,0.822322712330531,0,1,0,1,1,0
"918",7,6,0.633388153954481,0.202623979636617,-0.441882049382757,0.265358361387818,0,0,0,0,1,0
"919",28,6,0.28187171350289,0.482977438787752,0.378227207272503,-0.69303324755364,0,0,0,0,0,0
"920",39,6,0.951426838172587,0.143394375590602,0.499193322629153,-0.277022290996631,1,0,0,0,0,1
"921",22,6,0.315349469736375,1.05158163762949,-0.269659105485152,-1.99162751827776,0,0,0,0,0,0
"922",38,6,-2.20385168683336,0.202623979636617,-0.979053612491952,0.967334773360325,0,1,0,1,1,0
"923",14,6,0.273502274444519,0.660666250925796,0.431534308955095,-0.845594213083811,0,0,0,0,0,0
"924",8,6,0.892840764763989,-0.725306483750944,0.443835947804923,1.63388536260886,0,1,0,0,0,1
"925",7,6,0.323718908794747,-0.211983248685485,-0.148692990128502,0.170778895307627,1,1,0,1,0,0
"926",25,7,0.457629933728686,0.858098264412511,1.86262496181852,-1.23244010589472,0,0,0,0,0,0
"927",39,6,-0.228664069057753,1.41880518271478,-0.0871847958793572,-1.76346315701377,1,0,0,0,0,0
"928",39,6,-0.270511264349609,3.56291684918051,0.798533201308323,-2.02512695398718,1,0,0,0,0,0
"929",11,6,0.583171519604254,1.86105289292502,-0.0933356153042715,-1.92148299836413,1,0,0,0,0,0
"930",17,6,1.30294327862418,-0.192240047336813,-0.579250349872513,-0.576597206104429,0,0,0,0,0,0
"931",38,6,0.064266297985239,2.4336057320365,0.909247950956783,-2.27833797589209,0,0,0,0,0,1
"932",36,7,0.0140496636350117,2.4572975736549,0.0296807731940174,-2.40397031397504,1,0,0,0,0,0
"933",39,7,-1.63472983086412,0.119702533972196,-0.979053612491952,0.103744060907163,0,1,0,1,1,0
"934",12,6,0.474368811845428,0.301339986379974,-0.146642716986863,-1.63442490732122,1,0,0,0,0,1
"935",42,6,0.365566104086603,0.479028798518018,0.0706862360267804,-1.44570409322019,0,0,0,0,0,1
"936",21,6,0.951426838172587,2.17694411450377,-0.366021943142145,-2.12686902391548,0,0,0,0,1,0
"937",25,6,1.16066281463187,-0.725306483750944,0.374126660989226,0.660617354647338,1,1,0,0,1,0
"938",39,6,0.541324324312398,1.07132483897816,-0.646909363546572,-1.99559811241492,1,0,0,0,0,0
"939",34,6,0.959796277230959,0.182880778287945,-0.622306085846914,-1.01279155165364,0,0,0,0,0,1
"940",26,6,0.633388153954481,1.20557860814913,-0.0564306987547849,-2.04918364966967,0,0,0,0,0,1
"941",32,7,0.432521616553572,0.518515201215361,-0.527993521331559,-1.21168708845675,1,0,0,0,1,0
"942",8,6,1.20251000992372,0.261853583682631,0.232657814216194,0.761310023348161,0,1,0,1,0,1
"943",11,6,0.583171519604254,1.22927044976753,-0.132290804995396,-1.50518203530485,0,0,0,0,0,1
"944",18,7,-1.96113795414059,-0.133010443290799,-0.979053612491952,0.0271860097375736,0,1,0,1,1,0
"945",27,6,0.574802080545883,1.20952724841886,-0.361921396858869,-1.76346315701377,0,0,0,0,0,0
"946",38,6,0.876101886647246,1.22927044976753,-0.659211002396401,-1.85622776417319,1,0,0,0,0,1
"947",39,6,0.181438444802436,1.54911031161601,0.396679665547246,-1.60722216767028,0,0,0,0,0,0
"948",19,6,0.507846568078913,0.202623979636617,-0.503390243631901,-1.97239385521717,1,0,0,0,0,0
"949",39,7,-2.30428495553381,-0.523925829994495,-0.979053612491952,0.474672008911296,0,1,0,1,1,0
"950",11,6,0.273502274444519,-0.251469651382828,0.611958345419252,0.145784982252808,1,1,0,0,0,0
"951",34,7,0.0893746151603526,0.340826389077317,0.880544126973849,-1.3408301260318,0,0,0,0,0,0
"952",39,7,1.04349066781467,-0.192240047336813,-0.0215760553469364,0.756188021007279,0,1,0,1,1,0
"953",36,6,0.993274033464443,-0.725306483750944,2.97797355086968,0.478734263283653,0,1,0,1,1,0
"954",24,7,0.240024518211034,-0.133010443290799,0.667315720243482,-0.293505941987259,0,0,0,0,1,0
"955",36,7,0.650127032071224,0.479028798518018,-0.138441624420311,-0.559201857906632,1,0,0,0,1,0
"956",39,7,-1.22462731700393,-0.192240047336813,-0.979053612491952,0.0521596668985696,0,1,0,1,0,1
"957",24,7,-0.379313972108435,1.32798645651089,-0.614104993280361,-1.06471086699637,1,0,0,0,0,1
"958",27,7,0.69197422736308,0.143394375590602,-0.144592443845225,-1.49482330429133,1,0,0,0,0,1
"959",14,7,0.658496471129595,-0.725306483750944,-0.115888619862291,0.604906928880152,0,1,0,1,0,1
"960",39,7,-1.609621513689,-0.452850305139277,-0.979053612491952,-0.0657007642317677,0,1,0,1,1,0
"961",24,7,0.532954885254027,0.143394375590602,-0.866288589701854,-0.864467443050448,1,0,0,0,0,1
"962",16,7,1.57076532849206,-0.922738497237659,0.199853443949984,0.511560684243231,0,1,0,0,0,1
"963",39,7,1.14392393651513,-0.271212852731499,1.06506870972128,-0.275056587873656,0,1,0,1,0,0
"964",19,7,0.0977440542187238,0.202623979636617,-0.536194613898112,0.573544336845642,1,1,0,0,0,1
"965",16,7,0.96816571628933,-0.192240047336813,0.398729938688884,0.805541190821384,0,1,0,1,1,0
"966",39,7,-1.34179946382112,0.0802161312748534,-0.979053612491952,-0.305415132081848,0,1,0,1,0,1
"967",30,7,0.892840764763989,0.869944185221714,0.142445795984116,-2.20025484056497,1,0,0,0,0,1
"968",39,7,0.641757593012853,0.182880778287945,1.58788836083901,0.26913480056687,0,0,0,0,1,0
"969",39,7,-1.01539134054465,0.00519196614990175,-0.979053612491952,-0.236496008244651,0,1,0,1,0,1
"970",37,7,-1.80211861203154,-0.531823110533963,-0.979053612491952,0.0619739248675084,0,1,0,1,1,0
"971",38,7,0.432521616553572,4.11177784667357,-0.212251457519284,-2.42729702618053,1,0,0,0,0,1
"972",15,7,0.700343666421451,0.00519196614990175,-0.683814280096058,0.0616266065945641,0,0,0,0,1,0
"973",14,7,0.332088347853118,-0.429158463520872,0.89079549268204,0.104194086453294,0,1,0,0,0,1
"974",39,7,0.809146374180277,-0.725306483750944,0.831337571574534,0.522017590216988,0,1,0,0,0,1
"975",9,7,0.382304982203345,2.75344559388498,-0.519792428765007,-1.44570409322019,0,0,0,0,1,0
"976",31,7,0.742190861713307,-0.251469651382828,-0.0133749627803837,-0.408377586277282,1,0,0,0,1,0
"977",10,7,0.240024518211034,1.70310728213565,-0.599753081288894,-2.43515539083325,1,0,0,0,0,0
"978",23,7,0.959796277230959,-0.448901664869543,-0.583350896155789,-0.293505941987259,1,0,0,0,0,1
"979",32,7,-1.14930236547859,-0.231726450034157,-0.979053612491952,0.827013662115308,0,1,0,1,1,0
"980",19,7,0.457629933728686,2.09797130910908,2.04099872514104,-0.983084096152734,0,0,0,0,0,0
"981",30,7,0.064266297985239,-0.192240047336813,0.14859661540903,1.41173749099889,1,1,0,1,1,0
"982",38,7,0.934687960055845,0.281596785031303,2.93901836117855,0.967929527146578,1,1,0,0,1,0
"983",21,7,-0.354205654933322,2.37437612799048,0.0870884211598855,-1.94118587657545,0,0,0,0,0,0
"984",15,7,-0.119861361298928,0.755433617399419,0.386428299839055,-0.0598423991118498,0,0,0,0,0,0
"985",35,7,0.842624130413761,-0.824022490494302,-0.454183688232586,0.269386219367885,1,1,0,1,0,1
"986",39,7,1.31968215674092,0.103907972893259,-0.733020835495374,-1.67619450411044,1,0,0,0,0,0
"987",40,7,-2.06994066189942,-0.172496845988142,-0.979053612491952,0.589814818868563,0,1,0,1,1,0
"988",39,7,0.407413299378459,2.80872655766126,1.54073207858133,-1.1005811300865,0,0,0,0,0,0
"989",32,7,-0.370944533050064,0.360569590425989,0.34747311014793,-0.384675629402522,0,0,0,0,0,1
"990",21,7,-0.144969678474041,1.20952724841886,-0.558747618456131,-1.47005902589991,0,0,0,0,1,0
"991",39,7,0.440891055611943,0.340826389077317,0.415132123821989,-1.95522737118129,1,0,0,0,0,0
"992",38,7,-2.06994066189942,0.364518230695723,-0.979053612491952,0.0761439406613402,0,1,0,1,0,1
"993",39,7,0.717082544538193,-0.0342944365474413,1.00561078861378,0.939713287263743,1,1,0,1,1,0
"994",38,7,0.884471325705618,-0.764792886448287,-0.191748726102903,-0.0322517682866472,0,1,0,1,0,0
"995",13,7,0.951426838172587,-0.0145512351987698,-0.685864553237697,-0.568051373275821,0,0,0,0,0,0
"996",39,7,0.926318520997474,-0.824022490494302,1.05481734401309,0.557298969637154,1,1,0,1,0,0
"997",29,7,0.390674421261716,-0.448901664869543,0.0522337777520369,-0.0637453866347916,1,0,0,0,0,1
"998",38,7,0.775668617946792,0.814663221445433,0.896946312106954,-1.78865077684748,0,0,0,0,0,0
"999",39,7,0.574802080545883,-0.567360872961572,-0.587451442439065,0.780769213113137,0,1,0,1,1,0
"1000",39,7,0.683604788304708,1.01209523493215,-0.185597906677988,-0.576954360361365,1,0,0,0,0,0
"1001",39,7,-1.25810507323741,-0.192240047336813,-0.979053612491952,0.423491850472171,0,1,0,1,1,0
"1002",15,7,1.14392393651513,-0.231726450034157,0.0563343240353134,0.454590145507527,1,1,0,1,0,1
"1003",9,7,0.55806320242914,-0.824022490494302,1.29264902844312,1.06663738108706,0,1,0,1,1,0
"1004",29,7,-0.144969678474041,-0.192240047336813,0.560701516878298,0.125302621288614,0,0,0,0,1,0
"1005",28,7,1.01001291158119,-0.290956054080171,0.97895723777248,0.182398763786835,0,0,0,0,0,1
"1006",39,7,-2.2205905649501,-0.271212852731499,-0.979053612491952,0.815744071930575,0,1,0,1,1,0
"1007",37,7,-0.245402947174496,2.5954999830956,-0.111788073579015,-1.35212090832874,0,0,0,0,1,0
"1008",9,7,0.240024518211034,2.23222507828005,0.0358315926189319,-2.06136090806927,0,0,0,0,0,0
"1009",29,7,0.892840764763989,-0.824022490494302,0.25931136505749,0.371033011708395,0,1,0,1,0,1
"1010",12,7,0.574802080545883,-0.429158463520872,0.380277480414141,1.22139089989396,1,1,0,0,0,0
"1011",23,7,-0.00268921448173068,1.26875685246488,-0.341418665442488,-2.01324430991093,1,0,0,0,0,0
"1012",39,7,0.365566104086603,1.44644566460292,-0.122039439287206,-1.99700205714217,1,0,0,0,0,0
"1013",39,7,0.62501871489611,-0.235675090303891,0.554550697453384,-0.50081875935733,0,0,0,0,0,0
"1014",39,7,0.198177322919178,-0.547617671612901,-0.560797891597769,0.175716485305191,1,0,0,0,1,0
"1015",39,7,-1.27484395135415,0.163137576939274,-0.979053612491952,0.192392189208758,0,1,0,0,0,1
"1016",39,7,1.10207674122327,0.502720640136424,-0.384474401416889,0.0916545776152566,0,0,0,0,1,0
"1017",40,8,-1.48407992781343,-0.0737808392447843,-0.979053612491952,0.73786340789412,0,1,0,1,1,0
"1018",14,8,-1.00702190148628,-0.287007413810437,-0.979053612491952,0.892944808920496,0,1,0,1,1,0
"1019",39,7,-0.103122483182185,1.7662855264514,0.212155082799813,-1.72403766432637,1,0,0,0,0,1
"1020",38,7,0.750560300771678,0.69225537308367,-0.0174755090636601,-1.59380684088688,1,0,0,0,1,0
"1021",39,7,-1.3501689028795,-0.824022490494302,-0.979053612491952,0.735739926025112,0,1,0,1,1,0
"1022",39,7,-1.81885749014828,1.28850005381355,-0.979053612491952,-0.389621512109457,0,1,0,1,0,0
"1023",39,7,-0.287250142466352,2.06638218695121,0.175250166250326,-2.14306507155835,1,0,0,0,1,0
"1024",24,7,1.06859898498978,0.00519196614990175,0.187551805100155,-1.09612868587894,0,0,0,0,0,0
"1025",21,7,1.06859898498978,-0.567360872961572,0.67961735909331,1.03225856801657,1,1,0,0,1,0
"1026",32,7,-1.91929075884874,0.0249351674985733,-0.979053612491952,-0.681963746776903,0,0,0,0,1,0
"1027",38,7,0.725451983596565,2.76924015496391,1.157331001095,-1.8194555200141,0,0,0,0,0,0
"1028",32,7,0.240024518211034,1.2134758886886,1.69450256420419,0.216666351978041,0,0,0,0,0,1
"1029",13,7,0.767299178888421,1.36747285920824,0.513545234620621,-1.8830671197367,0,0,0,0,0,0
"1030",20,7,1.07696842404816,-0.287007413810437,0.105540879434629,0.940701905584973,1,1,0,1,0,1
"1031",24,7,1.06859898498978,-0.824022490494302,0.839538664141086,0.709233374311557,1,1,0,1,1,0
"1032",38,7,0.34882722596986,0.064421570195916,-0.472636146507329,-1.66213932713928,0,0,0,0,0,0
"1033",39,7,1.10207674122327,-0.227777809764422,-0.00517387021383116,1.23199822151926,1,1,0,1,0,0
"1034",23,7,-0.730830412560026,-0.0895754003237215,-0.979053612491952,1.03811896691159,0,1,0,1,1,0
"1035",20,7,0.62501871489611,-0.824022490494302,0.921549589806612,1.38703130045595,0,1,0,1,1,0
"1036",39,19,-1.29995226852927,-0.0342944365474413,-0.979053612491952,-0.249952823966252,0,1,0,1,0,0
"1037",30,19,-1.61799095274737,-0.231726450034157,-0.979053612491952,0.393110570415176,0,1,0,0,1,0
"1038",39,19,-1.45897161063832,-0.626590477007587,-0.979053612491952,0.596917303557808,0,1,0,1,1,0
"1039",25,19,0.41578273843683,-0.192240047336813,-0.450083141949309,0.830075410086638,1,0,0,0,0,0
"1040",39,18,0.909579642880731,-0.824022490494302,-0.197899545527817,0.327069217983918,0,0,0,0,0,1
